1 	 26 	 0.30408495 	 1.00000000 	 0.91228070 	 0.87500000 	 0.86440678
2 	 28 	 0.17840675 	 1.00000000 	 0.89473684 	 0.90625000 	 0.88135593
3 	 32 	 0.24884565 	 1.00000000 	 0.91228070 	 0.90625000 	 0.88135593
4 	 29 	 0.38471122 	 1.00000000 	 0.92982456 	 0.90625000 	 0.84745763
5 	 30 	 0.29068113 	 1.00000000 	 0.89473684 	 0.84375000 	 0.89830508
6 	 33 	 0.32400773 	 1.00000000 	 0.96491228 	 0.90625000 	 0.83050847
7 	 32 	 0.30308605 	 1.00000000 	 0.89473684 	 0.90625000 	 0.84745763
8 	 32 	 0.26539745 	 1.00000000 	 0.94736842 	 0.90625000 	 0.86440678
9 	 32 	 0.22127024 	 1.00000000 	 0.89473684 	 0.90625000 	 0.84745763
10 	 31 	 0.19274222 	 1.00000000 	 0.87719298 	 0.87500000 	 0.88135593
11 	 31 	 0.32301353 	 1.00000000 	 0.91228070 	 0.87500000 	 0.89830508
12 	 31 	 0.17303523 	 1.00000000 	 0.87719298 	 0.90625000 	 0.84745763
13 	 29 	 0.42678860 	 1.00000000 	 0.91228070 	 0.90625000 	 0.84745763
14 	 32 	 0.44000714 	 1.00000000 	 0.91228070 	 0.90625000 	 0.79661017
15 	 33 	 0.35128644 	 1.00000000 	 0.92982456 	 0.87500000 	 0.84745763
16 	 31 	 0.38897287 	 1.00000000 	 0.87719298 	 0.87500000 	 0.83050847
17 	 32 	 0.18094009 	 1.00000000 	 0.91228070 	 0.87500000 	 0.84745763
18 	 33 	 0.42131041 	 1.00000000 	 0.85964912 	 0.87500000 	 0.86440678
19 	 35 	 0.50304674 	 1.00000000 	 0.92982456 	 0.87500000 	 0.88135593
20 	 32 	 0.26244450 	 1.00000000 	 0.91228070 	 0.93750000 	 0.83050847
21 	 32 	 0.53838203 	 1.00000000 	 0.94736842 	 0.84375000 	 0.83050847
22 	 32 	 0.23226005 	 1.00000000 	 0.91228070 	 0.84375000 	 0.79661017
23 	 30 	 0.33216172 	 1.00000000 	 0.91228070 	 0.93750000 	 0.86440678
24 	 31 	 0.21248878 	 1.00000000 	 0.87719298 	 0.93750000 	 0.83050847
25 	 31 	 0.27463710 	 1.00000000 	 0.94736842 	 0.87500000 	 0.83050847
26 	 33 	 0.19174788 	 1.00000000 	 0.94736842 	 0.84375000 	 0.71186441
27 	 34 	 0.21035837 	 1.00000000 	 0.91228070 	 0.90625000 	 0.76271186
28 	 34 	 0.19304676 	 1.00000000 	 0.94736842 	 0.90625000 	 0.76271186
29 	 31 	 0.39902183 	 1.00000000 	 0.89473684 	 0.87500000 	 0.79661017
30 	 34 	 0.20250680 	 1.00000000 	 0.87719298 	 0.84375000 	 0.79661017
31 	 35 	 0.18934622 	 1.00000000 	 0.85964912 	 0.81250000 	 0.81355932
32 	 37 	 0.34047375 	 1.00000000 	 0.85964912 	 0.87500000 	 0.79661017
33 	 31 	 0.24032647 	 1.00000000 	 0.91228070 	 0.90625000 	 0.77966102
34 	 33 	 0.39763019 	 1.00000000 	 0.92982456 	 0.84375000 	 0.81355932
35 	 33 	 0.22528045 	 1.00000000 	 0.89473684 	 0.87500000 	 0.79661017
36 	 36 	 0.17882345 	 1.00000000 	 0.89473684 	 0.93750000 	 0.84745763
37 	 35 	 0.32730114 	 1.00000000 	 0.87719298 	 0.87500000 	 0.77966102
38 	 33 	 0.28880854 	 1.00000000 	 0.96491228 	 0.87500000 	 0.74576271
39 	 34 	 0.40697756 	 1.00000000 	 0.85964912 	 0.81250000 	 0.83050847
40 	 33 	 0.18600849 	 1.00000000 	 0.94736842 	 0.87500000 	 0.89830508
41 	 33 	 0.46232247 	 1.00000000 	 0.87719298 	 0.81250000 	 0.88135593
42 	 35 	 0.18021942 	 1.00000000 	 0.92982456 	 0.81250000 	 0.81355932
43 	 34 	 0.35502798 	 1.00000000 	 0.89473684 	 0.84375000 	 0.77966102
44 	 36 	 0.50641409 	 1.00000000 	 0.91228070 	 0.87500000 	 0.74576271
45 	 34 	 0.34472494 	 1.00000000 	 0.91228070 	 0.90625000 	 0.67796610
46 	 34 	 0.23137809 	 1.00000000 	 0.94736842 	 0.90625000 	 0.84745763
47 	 36 	 0.20776805 	 1.00000000 	 0.89473684 	 0.78125000 	 0.81355932
48 	 34 	 0.41718997 	 1.00000000 	 0.94736842 	 0.81250000 	 0.84745763
49 	 33 	 0.49444824 	 1.00000000 	 0.92982456 	 0.81250000 	 0.81355932
50 	 34 	 0.37817334 	 1.00000000 	 0.92982456 	 0.90625000 	 0.71186441
51 	 32 	 0.39075383 	 1.00000000 	 0.91228070 	 0.90625000 	 0.84745763
52 	 37 	 0.27140476 	 1.00000000 	 0.92982456 	 0.93750000 	 0.77966102
53 	 33 	 0.38323710 	 1.00000000 	 0.92982456 	 0.90625000 	 0.83050847
54 	 32 	 0.35370411 	 1.00000000 	 0.94736842 	 0.81250000 	 0.86440678
55 	 38 	 0.29492430 	 1.00000000 	 0.89473684 	 0.87500000 	 0.83050847
56 	 36 	 0.28350942 	 1.00000000 	 0.89473684 	 0.87500000 	 0.67796610
57 	 33 	 0.29111594 	 1.00000000 	 0.94736842 	 0.81250000 	 0.88135593
58 	 32 	 0.27870251 	 1.00000000 	 0.91228070 	 0.84375000 	 0.77966102
59 	 33 	 0.41607652 	 1.00000000 	 0.92982456 	 0.90625000 	 0.77966102
60 	 32 	 0.34351855 	 1.00000000 	 0.84210526 	 0.90625000 	 0.74576271
61 	 32 	 0.25733883 	 1.00000000 	 0.92982456 	 0.87500000 	 0.77966102
62 	 36 	 0.35466608 	 1.00000000 	 0.87719298 	 0.87500000 	 0.86440678
63 	 33 	 0.33954875 	 1.00000000 	 0.87719298 	 0.84375000 	 0.83050847
64 	 35 	 0.47995175 	 1.00000000 	 0.89473684 	 0.78125000 	 0.72881356
65 	 35 	 0.23638863 	 1.00000000 	 0.89473684 	 0.90625000 	 0.64406780
66 	 35 	 0.30346895 	 1.00000000 	 0.80701754 	 0.84375000 	 0.71186441
67 	 34 	 0.30740760 	 1.00000000 	 0.87719298 	 0.84375000 	 0.76271186
68 	 32 	 0.38173307 	 1.00000000 	 0.89473684 	 0.93750000 	 0.77966102
69 	 33 	 0.28364962 	 1.00000000 	 0.89473684 	 0.81250000 	 0.77966102
70 	 36 	 0.34599979 	 1.00000000 	 0.94736842 	 0.87500000 	 0.76271186
71 	 33 	 0.51181312 	 1.00000000 	 0.82456140 	 0.71875000 	 0.81355932
72 	 35 	 0.60943714 	 1.00000000 	 0.89473684 	 0.84375000 	 0.76271186
73 	 35 	 0.24287790 	 1.00000000 	 0.89473684 	 0.90625000 	 0.79661017
74 	 34 	 0.52131749 	 1.00000000 	 0.85964912 	 0.87500000 	 0.81355932
75 	 35 	 0.50408276 	 1.00000000 	 0.89473684 	 0.78125000 	 0.76271186
76 	 33 	 0.35448884 	 1.00000000 	 0.85964912 	 0.81250000 	 0.72881356
77 	 34 	 0.26490341 	 1.00000000 	 0.85964912 	 0.93750000 	 0.77966102
78 	 38 	 0.45807178 	 1.00000000 	 0.82456140 	 0.71875000 	 0.71186441
79 	 35 	 0.26730890 	 1.00000000 	 0.87719298 	 0.84375000 	 0.84745763
80 	 35 	 0.34236614 	 1.00000000 	 0.78947368 	 0.84375000 	 0.74576271
81 	 37 	 0.51846728 	 1.00000000 	 0.78947368 	 0.75000000 	 0.79661017
82 	 36 	 0.45523375 	 1.00000000 	 0.84210526 	 0.87500000 	 0.76271186
83 	 34 	 0.26492970 	 1.00000000 	 0.84210526 	 0.81250000 	 0.76271186
84 	 35 	 0.47811102 	 1.00000000 	 0.92982456 	 0.87500000 	 0.79661017
85 	 35 	 0.36604902 	 1.00000000 	 0.84210526 	 0.84375000 	 0.71186441
86 	 35 	 0.28599748 	 1.00000000 	 0.71929825 	 0.81250000 	 0.69491525
87 	 36 	 0.36105584 	 1.00000000 	 0.78947368 	 0.68750000 	 0.61016949
88 	 32 	 0.36337217 	 1.00000000 	 0.91228070 	 0.87500000 	 0.79661017
89 	 35 	 0.26984659 	 1.00000000 	 0.89473684 	 0.93750000 	 0.83050847
90 	 35 	 0.46727898 	 1.00000000 	 0.91228070 	 0.81250000 	 0.76271186
91 	 35 	 0.52247684 	 1.00000000 	 0.84210526 	 0.87500000 	 0.86440678
92 	 36 	 0.31298542 	 1.00000000 	 0.89473684 	 0.78125000 	 0.74576271
93 	 35 	 0.46489290 	 1.00000000 	 0.91228070 	 0.78125000 	 0.66101695
94 	 37 	 0.49071385 	 1.00000000 	 0.92982456 	 0.84375000 	 0.74576271
95 	 35 	 0.58684072 	 1.00000000 	 0.80701754 	 0.81250000 	 0.66101695
96 	 35 	 0.32836624 	 1.00000000 	 0.84210526 	 0.78125000 	 0.69491525
97 	 35 	 0.53359965 	 1.00000000 	 0.87719298 	 0.87500000 	 0.74576271
98 	 36 	 0.46990695 	 1.00000000 	 0.91228070 	 0.84375000 	 0.74576271
99 	 39 	 0.34166331 	 1.00000000 	 0.77192982 	 0.75000000 	 0.81355932
100 	 35 	 0.37251835 	 1.00000000 	 0.89473684 	 0.71875000 	 0.62711864
101 	 39 	 0.30685178 	 1.00000000 	 0.85964912 	 0.81250000 	 0.59322034
102 	 37 	 0.55251690 	 1.00000000 	 0.89473684 	 0.87500000 	 0.66101695
103 	 37 	 0.39498203 	 1.00000000 	 0.89473684 	 0.84375000 	 0.77966102
104 	 38 	 0.49056386 	 1.00000000 	 0.84210526 	 0.84375000 	 0.71186441
105 	 32 	 0.67528872 	 1.00000000 	 0.89473684 	 0.90625000 	 0.62711864
106 	 37 	 0.34130803 	 1.00000000 	 0.91228070 	 0.81250000 	 0.66101695
107 	 37 	 0.66695285 	 1.00000000 	 0.89473684 	 0.81250000 	 0.81355932
108 	 36 	 0.39704568 	 1.00000000 	 0.84210526 	 0.84375000 	 0.74576271
