BTN3A3,SAMD4A,TRPV4,MT1P2,HERC6,TUG1,CD1C,FEN1,LAP3,CLEC7A,ACTA1,PRKCB1,IL15,IRGC,PRNPIP,COQ2,PRTN3,GSTM4,SELE,GHSR,RRAD,MFNG,BLNK,SLC6A12,CREB3,MANBA,KPNA1,RNF44,NF2,GPR137B,PANX1,TYMS
IFI35,LGALS3BP,SMARCD3,ACP2,IMPA2,PDE8A,TMEM80,CABC1,KIAA1797,SLC39A4,KRTAP1-1,IQCA,FOXL2,ZNHIT2,MT1E,C8orf70,C17orf53,TBR1,EPN2,DTX4,FOXN2,GCH1,AKAP8L,HS3ST3B1,PGM1,PAN2,ZHX2,HS3ST1,ZFP36L2,LRP5L,USP22,FHL5,RAB36
TDRD7,TYMP,MAPK11,MAPRE1,CUL7,NBN,RNF144A,HBS1L,ARHGAP25,C14orf132,DEFA4,ANP32C,CCL11,CCDC130,TIMM10,SYT5,HK3,AKR1A1,TMCC2,SLC2A10,ZSCAN2,HIST1H2BO,NUDT9,PRKCH,GLB1L2,PSG11,C18orf24,PRDX6,UNC13A,LOC644035,PPM1H,CYB561,C2,DKK1,RPS6KA5
SQRDL,SECTM1,GTPBP2,AFFX-HUMISGF3A/M97935_MA_at,MYO1F,GTF2F2,PAFAH2,PACS1,ACOT9,EIF2C4,ATG2A,SLC12A4,RBM26,POLR2I,USP4,TOP2A,OIP5,C22orf9,SERPINB7,AFFX-HUMISGF3A/M97935_MB_at,NT5E,SYTL2,FAM108B1,ALDH18A1,CLEC4M,ARFGEF2,ABCA1,FOSB,TMEM186,PCP4,SPTLC2,HRH4
ZBP1,IFI30,GPATCH1,GOLSYN,MGC24039,MAST3,ZXDC,LTK,TRGV5P,RPP30,PMS2L1,MAMLD1,SHCBP1,BTN2A2,RPL10,LIMCH1,BRCA1,KCNQ4,PDYN,PBX3,LOC392454,STAP1,LRRC49,TBC1D8,AZU1,PILRB,728185_at,FGGY,C12orf24,MS4A1,REPIN1,ELL2
EIF3EIP,NFE2L1,NKX2-1,SLFN12,MRPS18A,DDX58,DPEP3,GATM,MICA,FAIM3,CD8A,RETN,ZBTB32,TNFAIP6,COCH,NDUFV2,KIF15,LILRB4,BATF3,HBQ1,LIM2,SLC37A1,TSP50,GABRQ,DNALI1,UPF3A,FRMD4A,GALNT4,C16orf58,SCAP,ASPN,SDC4
TRIM21,CBX7,MAP7,TK2,CLEC4A,S100P,FAM120A,VPS37C,EXTL2,FOXM1,TNIP1,SLC15A2,KPNA3,CARD9,TPX2,CD40,DRAP1,TMED1,DCTD,TJP2,PACSIN3,DUSP13,NFKBIL2,POU5F1P4,HCG4,PGK2,SLC7A1,MICAL1,CEACAM4,BLCAP
PLAUR,PNRC1,CASP5,HNRNPA0,KLHL21,CORO2A,PSMB2,CCS,PRKRIP1,CECR1,CHPT1,IL33,DDEF1IT1,TP53I3,RBPJ,CRAT,C1orf50,CTSZ,DIS3,PBXIP1,TNNT3,TMEM53,PPP3R1,A4GALT,CANX,GCM1,SNX19,UNC93B1,LPHN2,ELA2,GBP2
IFIT2,SCARF1,ISCU,DHRS9,UBE4B,CYP4F3,PANK4,EIF6,RHCE,RANBP17,TMOD2,APPL2,CCNL2,HDAC9,DHRS7B,HRASLS2,MADCAM1,PHOX2A,GSDMDC1,FGL2,SGK1,ZNF385D,TXNDC14,PLEKHB2,GPA33,DGKE,GTF2H1,SCN9A,PRB3,ACTL6B,TRIP13
MARCO,ACYP1,SP100,PTGDR,LIPC,APH1B,MTF1,NLRP1,KCNMA1,RRM2,INHBB,C3AR1,SELP,FANCI,SP140,FLJ14082,VPS8,KLF4,C11orf17,PKP4,EIF3D,PDGFRB,C11orf67,ZNF767,RPLP1,IL17RC,HLA-E,SP110,COLEC12,ADM,VIPR1,PAWR,SPO11
STAT2,KIAA0125,P2RX7,NCAPG,HRASLS3,SAMD9,LOC390363,TREX1,GLP2R,SDF4,CYP2J2,PSG6,115648_at,NFKBIE,CUX1,SFRS14,ZNF263,CDKL5,4328_at,DACH1,TAS2R3,ICMT,NFATC2IP,MYST4,TAT,NRN1,IL15RA,CCR6,DNM3,DHX9,HLA-B,ARHGEF18,PLAT,FLJ22222
CD72,PHF11,PANK2,LOC391020,NCR3,ERMAP,TNF,SORL1,SCNM1,GRHPR,HIST1H2AL,NUP98,ADA,NARS2,GTSE1,JMJD4,TNPO3,REG1B,FCER2,SAMHD1,EZH1,TMEM176B,RPA1,MUM1,DNPEP,INPP5A,CAT,MYH14,C2orf33,ADAM17,NAALAD2,RAGE,GRB10,SCAND1
KIAA0082,COBLL1,NUP153,ANAPC2,ELOVL4,CCR3,CYLC1,C11orf75,PUS7,UBE2Z,CEP68,AKAP8,MAGEA4,TNFAIP3,GADD45B,C6orf25,PNKP,HAS2,SOCS3,ICAM5,PUS1,TCF7L2,CASP4,LOC727842,SOBP,CXCL11,ARHGAP10,GPM6A,COQ9,FAM53B,CNNM3
ABHD5,B4GALT5,STAT5B,CXCL10,ZNF557,EMP1,C3orf14,IFITM2,CALCOCO2,TAP2,GLI3,IGLV2-14,PSMB5,ABCC3,FUT8,APOBEC3A,GART,OLAH,SPIB,RNF103,RTN2,SH3BP4,CFI,TTC28,MLX,LOC729105,ZNF202,MED22,KCNN3,RASAL2,RAB23,SLC43A1,GLA,ASPM
EGLN2,CDKN1A,TNFRSF14,MDK,ST6GAL1,MTMR15,MAFB,UAP1L1,MCM10,IGLV3-25,IGFBP3,PPP3CA,CUL1,PSMB1,RPL8,ESPL1,PFKFB3,TMEM34,CDC2L5,CD38,CSTF2,IL9,RFX5,ADAM19,C9orf27,TTC23,PHLDB1,FLRT3,DGKD,PITPNA,TRPM4,CPA1,GDF1,HSD11B2,ME1
FLJ11286,AES,RPS6KC1,LILRB1,KIR2DL3,XBP1,CAPN10,GNAQ,MPZL2,LOC346329,ZNF358,PNOC,LMO2,SCT,HLA-DPA1,MTMR1,CCNA2,LAMP3,PAK2,FDXR,RPUSD2,PDE8B,LAMC2,ANXA4,RABL4,CDKL3,COL4A4,SPECC1L,C19orf50,PTP4A3,SLC35E3,C9orf46,CPD,PFN2,MLL2,VENTXP1,C6
ITFG1,BACH2,TIMELESS,CLTC,MPPE1,FOXO1,SYNCRIP,TBC1D9,MTERFD2,DHX58,CASP10,SOCS1,MPP6,SDC2,NEBL,WARS,GNAS,SH3GL2,TRIB2,DLG1,ERGIC3,HGSNAT,STX10,RPGR,NFKBIL1,POLR1D,C6orf62,PIP5K1A,FRK,TAF4,CLCA4
RPL22,PCNA,PLXNB2,ISG20,STUB1,WDR42A,SLAMF8,MRPS34,RAF1,ADAM21,LBH,GIF,USP25,DNMT3B,CXCR7,GZMK,HOXC4,ATF7IP2,MLF1IP,TMCC1,KIAA0146,SLC17A5,POGZ,BLK,ZNF157,NIPBL,DLG5,TIGD6,NUDT1,NECAB3,ZDHHC24,XRCC2,FGFR4
C5orf21,SEC16A,ATF3,HSPA1B,P2RY10,SRPK2,MTA1,CLDN3,RAPGEF6,CX3CR1,SPPL2B,CAST,MED20,PDC,WDR77,AMD1,ASB6,CKM,ADK,GLS,APOL3,GNE,PRKCG,MYST3,SFRP4,LOC645538,PRKCE,RGS17,IGHV3-72,NASP,KLHL22,GUCY2C,SPAG7
CCL5,IFI16,ADFP,CCNB1,CDC6,TRIM38,ZNF175,PBX2,TOM1,SLC47A1,ELMO1,CUGBP2,TMEM1,CD19,MZF1,RNASE1,ADAMTS8,POU4F3,CNTNAP1,TSPYL1,SLC12A6,SND1,ZNF674,PRKRA,MECR,SCN3A,MARCKSL1,INPP5E,DDB2,LDLRAP1,MBD4,SRPR,DNAJC7,ATAD3A,AFP,MT1F
TOR1B,BANK1,MRPL16,CRTAM,DLG3,SNUPN,RNF41,ZNF544,LSM6,NR5A2,TTN,NPLOC4,CXCR5,CXCR6,KCNJ16,MAT1A,196515_at,KIF11,INSL4,UBFD1,CBY1,CAND2,AXL,ADAR,RPS6KA2,APOA1,SPATA2L,CEP27,NDUFA10,RPL37A,C8A,RNASE2,BRD8,C21orf7,DNMT3L
PLAGL2,TRAFD1,ALDH3B1,ABCC5,NARF,SLC3A2,FBXW2,PHF8,AMPD2,DLG7,PBK,CASP1,RFXANK,ITGB3,ODZ3,CALCOCO1,LGALS2,KRT18P38,HN1L,SLITRK3,ODC1,AFFX-TrpnX-5_at,C16orf33,CCHCR1,FPR3,EHF,CEACAM1,ANXA5,PMCH,GRK5,HBG2,TNFSF9,SRC
RPS3,ATOX1,DSC1,MTHFD2,VNN3,MX2,DARC,SLC12A9,COMMD4,FAM46A,TARDBP,FRMD4B,ZNF7,ARHGEF15,BAG5,IGSF2,EXT1,UBXD7,NME7,PPARGC1A,SMG5,FKBP1B,NDC80,PSD4,TBCCD1,NOL4,BRDT,SLC35B1,SERPINB9,S100G,KIAA0774,AFFX-r2-Bs-dap-3_at,CEBPG,TGM3
C20orf19,P2RX5,BATF,KIAA0226,GGA1,ZNF217,RFPL2,SFTPD,TSPYL5,HIST1H4F,FBP1,ZNF193,LAPTM4B,RAB11FIP3,HBEGF,C20orf27,SOS1,DPP3,DDB1,POLR2C,KCNJ3,CRIP2,RPS5,ATP1B3,RAB20,DGKB,PEX13,SPATA1,RPA2,SMARCA2,BPHL,ABCB4,PCDH8
GM2A,FKBP15,FAM125B,RAG1AP1,CTSW,SEC61A2,HIST1H1B,TMEM51,MYLIP,FLJ21865,MCM6,BUB1,DHRS12,TMCO3,CAMSAP1,SNRP70,CCL13,TRAF4,CENTA2,PPP6C,CEACAM5,SMARCE1,VPS53,SOX30,TFDP2,NBR2,EFHD1,CHST4,GAL3ST1,CORO2B,GNAT3,EMR3,F2RL2
AMZ2,SNX1,MRPS27,RREB1,RASSF2,S100B,C17orf60,IL5RA,SLC43A3,WSB2,SMEK1,GABRR1,GBE1,CD79B,TNFRSF9,GTPBP3,ZWINT,SARS,SIRT3,MKNK2,PTTG2,ILK,JAK2,CBFA2T2,PEG3,CHGB,729559_at,SLC2A1,LY6G6D,RBM22,ATG4B,NLGN4Y,NMBR,TMEM149,EGLN1
DISC1,PRKDC,MERTK,ATG3,LOC390354,BSG,CBARA1,ALDH3A2,INPP5B,AKAP10,MCM2,RXFP3,PAX1,TATDN2,HJURP,EFHC2,NAT13,MAML1,ZW10,CPNE6,PRR5,RBP4,PHACTR2,KITLG,NPPB,DAPK2,CTSA,NUDT18,PSMA5,LEP,CEACAM3,EDEM2,BDNF,AKAP12
RNF31,NRF1,RAD51,EPHB2,FTO,USP7,ALDH1A2,LRP1B,KLRG1,CINP,CATSPERB,TBC1D22B,TALDO1,VENTX,MTMR11,SLC39A1,LRCH4,C9orf156,C1orf34,PATZ1,PDSS2,DST,CTSG,TRABD,HFE,DHPS,NCAPH2,UTP20,ZNF221,MYO5C,AICDA,CA10,PLK4,CDS1,DSG1,HADHB
CENPO,SNF1LK,PARP11,BCAS4,STOM,TICAM1,PPAT,ATP6V1G2,EIF5,IPO4,CYP26B1,CEP55,COX8A,CSH2,CAPRIN2,SPOCK2,PMEPA1,ACVR2A,FBXL12,SAP30,GINS3,PLOD1,DAPK1,WDR3,NINJ2,DDX6,SLC9A2,DBP,ARS2,CA3,KIFC1,HIST1H4D,CCNE1,ITGBL1
NDEL1,ATMIN,GNPDA1,CIRBP,SLC22A4,FBXW11,MAPBPIP,AP2A2,C16orf53,HSPA1L,TRIM5,DEPDC6,SYPL1,FAM119B,SETBP1,LMCD1,SLC7A7,THUMPD2,ZNF442,GEMIN8,RNF4,CDK2AP1,C17orf80,CCNI,SEMG1,GYPE,IL4R,SIM2,AFFX-hum_alu_at,SIKE,PMP22,SLC2A6,CLP1,CCL22
DIAPH2,EXOSC9,PITPNC1,SIAH1,SOCS5,JARID2,TMEM176A,GAS2L1,NCKAP1L,HIRA,LOC100137047-PLA2G4B,LPAR1,IMMT,AFF4,IGFBP7,LIMK2,NEDD8,SSTR4,TOR1A,C14orf138,TEGT,ADH1A,HGF,CDC37,EDG6,LRRC1,MGC4172,CRIM1,CD36,NEU1,CAMKV,HLA-A,HP,AMPD1,PPP2R5A,CLEC1A
QARS,CAPG,ZNF571,PML,ERF,ANPEP,CLCN6,MSL3L1,ELF1,KLF11,IFNA10,TRIM23,STAG3,DHRS1,BIRC2,SCARB2,TGFBR1,ZNF606,CARHSP1,WNT3,CLK2,PJA1,PMF1,LOC645452,RAB35,BEGAIN,ITGA6,RHOBTB2,INVS,SMARCC1,C9orf61,GPR85,CSRP1,FBXO9
NAGA,LAT2,OSBP2,ZNF329,RALGPS1,IL10RB,PTCD2,PLP1,ACAN,SLC31A2,HISPPD2A,LAIR1,GRINA,C16orf7,MNT,PIGG,ADCY8,CCDC101,POLR2E,BRWD1,PRO0132,DAZAP2,PCDH21,GDF9,TFF3,BTN3A2,SFRS2B,KIAA0265,GOLGA3,NEFM,VPS35,SGSM3,ELK4
GOLGA8B,HEBP2,ICAM2,GMEB2,SFRS1,RPS13,JOSD1,TFRC,PTPRO,STEAP3,LOC441601,NOL14,RABGGTA,CHMP5,PGPEP1,RAP2B,RNASET2,TADA3L,C1GALT1,FFAR2,MEFV,ZNF345,EPS8,OR7E24,SMPD3,NFIB,CKB,ORM2,POLD4,MLYCD,TPM1,B3GNT1,TWF2,MYH6
KIAA0495,ATP13A1,MANEA,QDPR,UBN1,RBBP8,COL8A2,ETV7,IL1RN,UXT,BPI,WNK1,LIMK1,HIPK3,QPRT,LY75,PTPRH,SLC8A2,SLAMF7,CPT1B,CLPTM1,DDX27,EML2,RAE1,CDCA4,PTDSS2,MCPH1,CCNA1,DKK2,TPPP3,ACOT7,HPSE
ATG7,SERPINB6,GNA15,BPGM,ZC3HAV1,BMPR2,VEZF1,TRAF5,DRG2,ZMAT5,KIAA0284,XPC,CRYBB1,STMN2,SCUBE2,ZNF675,MYH9,ZNF117,TOP3B,C12orf5,RAB11B,SCLY,AMH,NLRP2,INHBE,ILVBL,POLE2,HMMR,CCNT1,BAG4,TGFBI,RTF1,MRAS,SLC16A6,C1orf183,KIAA0232,DOCK3
SIL1,BIN1,ING1,MEGF6,C1orf144,RBM35B,GPKOW,TMEM62,CLDN1,EDF1,GNAL,RGL2,NMI,DDX11,SPG7,C14orf133,IPO5,DNAJA3,TRIM9,C4orf8,LYPLA3,CDH15,ZNF750,B4GALT6,GRPR,MCM3APAS,MTSS1,GPRC5D,HIST1H2BH,ABP1,ASGR1,SH2D2A,CSF2
FBL,TLR7,SPINT1,STK10,CNTNAP2,REEP4,DECR1,HIST1H4H,AUH,JMJD2C,LBX1,CUL3,TRIP6,SILV,RBBP4,SFRS8,UQCRC1,ZNF576,BRD1,RARRES3,KIR3DL3,GSTK1,PAFAH1B2,SLC25A11,CCDC44,C17orf71,GAPVD1,SPP1,PLCB3,CRK,KLHL1,C5orf4
RPL3,VIM,LMBRD1,AKAP1,PRPF31,CTNNAL1,PREP,PTK6,PCBP2,CHIT1,SERPINB3,NUAK2,BCLAF1,ITPKC,PLAC8,BRCA2,PRRX1,WIPI2,TSC1,ANKHD1,RBL2,AGPAT2,LRRC23,RAB9P1,LDHA,CYP39A1,BTK,727742_at,CD59,IL7,ACP6,PPFIBP1,OPRD1,HEATR2,CHD7,DCUN1D2,INDO,FKSG30
PSTPIP2,RBM8A,RABEP2,TMEM110,FGFR3,HPS5,RTN3,SRPK1,SAP130,CLCN3,CTRL,STAT5A,ARPC4,SAA4,CASKIN2,GYS1,STOML1,KLF10,KCNK10,ARG2,TNFSF15,APOOL,ATP9B,PTDSS1,KPNB1,DLAT,CDT1,DTX2,KIF21B,CLEC1B,EFNA4,MTMR4,SMURF1,CLPB,RPL18,SH3TC2
XPNPEP1,POM121L2,MKL2,MICB,LGALS8,MORN1,PRNP,CLTA,ATXN2,B9D2,PSMB8,PPYR1,MGEA5,TAZ,RHOH,RNF126,MRPL44,HMGCL,UBA7,CRNKL1,KIAA0746,MBD2,IFFO,MCAT,LRRC14,KLK10,RAD1,ERG,ART3,ZEB1,RPGRIP1,CDKN3,GARNL4
RPS21,TTC13,DEXI,LIPT1,TRSPAP1,MYD88,BANP,TMEM123,DNAJC1,CDV3,ZNF516,PSMD8,ARL2BP,LPCAT1,DIDO1,KLRC3,HTR2C,EHMT1,LSP1,PDZK1IP1,C10orf88,VAMP4,DNASE1L2,ANKRD1,RNF13,CRLF3,CA2,CD248,SLC22A18AS,DUS2L,HOXA9,OR12D3
STK17A,FUT4,SMAD2,ZDHHC13,ZBTB25,IL17RB,NPL,ID3,TTC15,COL9A2,LGMN,OSBPL7,INPP1,PRKCA,RAD52,NDUFS1,HAPLN1,SQLE,RPL38,CCDC51,POLR2B,SPAG8,CNGA3,YWHAZ,GORASP1,ANXA3,ENC1,ARSE,RPE,TSPAN4,ERMP1,CCL27,SPG11
IGF2R,RHBDF2,ATP6V1D,CDC42EP2,GPR39,TTC9,TXNDC4,RPL4,TMEM140,HSDL2,MYB,DEPDC5,MBTPS2,TMEM177,PSPH,CYFIP1,DOCK4,E2F5,ABCA7,RAB5A,PRRG1,TCAP,CCR9,APBB1IP,HHAT,IFNA16,TMBIM4,SLC25A21,IKBKE,CDC42BPA,ERAP2,IL12B
LOC442171,TBC1D17,EGF,PGAP1,TIMM23,LGTN,RNF38,MGRN1,TNS4,GTPBP1,EGFL7,CTNNBL1,TUBA4A,IL18R1,ZNF167,TNFRSF11B,NPEPPS,KIAA0157,PIK3C2B,KCND3,MMP24,IGHV1-69,AGBL2,ZNF26,UBASH3A,CARTPT,IGKV4-1,TXNRD3,MLL4,ALPPL2,MTHFSD,FLJ10490
STX11,CCNG2,PABPC3,ETV3,COPS3,PRR4,TBC1D29,HEATR6,ETNK1,IGF2BP3,RBM4,LAMA5,ATP6V1F,GRN,ALOX5,C7orf58,NEURL,ZNF259,C19orf10,RHOC,MFSD7,CPNE3,GTDC1,PRC1,MSL2L1,CLASP1,GNRH1,SMAD7,ICK,CYP4A11,TDO2,NDRG3,ZNF226,SUPT3H,ELAVL2,SPTLC3
CD14,CDC2L6,NTAN1,LOC643641,CHMP4A,HEG1,HTR7,TRPV6,GTF3C2,CDH2,ATG9A,RGL1,IMPACT,SEMA4F,WDR5B,C20orf3,ADPRH,MT3,OR3A2,HIST1H4C,AP3B1,TNIK,CLCN5,HAL,FTH1,BICD2,MYL6B,TKT,TNIP3,TMEM40,FZD3,KIAA0101,CHCHD3
TRIM26,ASF1B,PUM2,ABLIM3,SOLH,TAF1B,C15orf24,CRELD2,ROBO3,LOC390411,GOT1,TOX4,STX12,STX2,PLXNA1,BCL11B,ROPN1B,CKMT2,C14orf105,DRD1,FGF21,ZNF37A,CARD8,GPR15,RPS14,MOBKL1B,ARHGEF9,ZNF230,GBX2,ZNF8,GSTTP1,KIF20A,CXCL1,POLE,PEX5L
ASXL1,ATP5I,TOMM20,CACNA2D3,B4GALT4,THOC6,GCLC,FAM130A1,ZBED4,FHL2,TM9SF2,RAB5B,CSNK1D,LTA4H,ZAK,352961_at,KCNG2,HMGN1,IFT122,RXRA,HOXA4,RIPK2,APOL1,TMEM39A,C19orf6,ACADVL,GARS,PRKCI,PPP4R1,RIPK5,ZNF330,C8orf51,ALDH2,UPP1,SERPINE2
STS,NOD1,SFRS5,DERA,PAX8,FRY,NR1H2,HLA-F,EIF1B,ALDH8A1,KCNJ9,DFFA,KIAA1109,SMARCB1,MYO1E,HDHD1A,CHKB,SSBP2,PTH2R,LOC51233,AFFX-PheX-5_at,PTPLA,SLC20A2,SLC22A5,MAB21L1,HARS2,C2orf34,CCDC102B,HDAC1,GLRA1,NR1H4,ACAA1,IGLV6-57,CD55,SMCR7L
MEX3C,NOD2,LSM14A,HYPK,TTLL1,EFNB1,STAU1,NR0B2,DGUOK,ECHDC2,NSL1,CSF3R,VEGFB,ARRB1,CEACAM8,PROSC,GRM4,ADAM9,KCNK2,HDDC2,FLJ10357,KPNA2,BRF1,PRAME,GLMN,RAPGEF4,ACTR1B,WDR57,PLS3,P2RY1,DIO1,FOXD1,SLC41A3,NRCAM
RP6-213H19.1,TSC2,EEF2,NACAP1,ELF4,115123_at,CASS4,AKR1C2,RIN2,KCTD5,FAM82B,APBA2,FADS1,PLXNA2,AKT2,APOE,C2CD2,ZNF204,SOX13,POU2F2,KIAA0355,GPR6,FAM53C,CCBP2,GAS6,CSH1,TDRKH,RAD21,PKIG,FGF13,PDGFC,UPK2
FANCA,HP1BP3,CLIP4,GDF3,AGT,NOV,CAPN2,ALCAM,CDC25A,CPEB3,FAU,SNAPC5,TNFRSF1B,ZNF137,GOLIM4,ZMAT3,ARMCX3,CALR,C3,ABCB8,SLC4A8,DFNA5,C1orf181,TUBGCP4,VPS52,CDC123,USP21,POU1F1,C2orf43,GABRB1,SCG5,EDNRA,SLC25A31
C2orf47,FAM128B,KIAA0907,SMAP1,ISLR,EHBP1,IMP3,UBE2D2,ATP6V0D1,ABCA11,SDHB,CSGALNACT1,SNAI2,DYNLT1,RBM16,65259_at,DNMT1,PCSK1,TGM2,RANBP1,ARC,CIITA,ADIPOQ,RSU1,PKD2L2,GABPB2,SWAP70,AKR1C4,CECR5,GFI1,NKX2-8,TAGLN2,NDUFS7,ZFP30,BRD2,SEC14L1
ELF2,CAMK2G,TIMP2,SUSD4,LYRM1,NISCH,SLC12A7,MXD4,KIF3B,CBX1,RARA,S100A4,CRISPLD2,CLCN2,CLEC11A,ABCB11,MMP28,IER5,AHI1,EMP3,RUFY3,RGNEF,L2HGDH,NPHS1,ALOX15,CPT1A,646912_at,CRYGA,GRB14,SUMO3,NUP62CL,KLHL4,SLC22A18
KLRB1,TOR3A,EMX1,BSDC1,KIAA0753,FBXO21,TSGA10,CCDC106,CD4,FGF18,ZNF467,CYP2B7P1,SSB,PAFAH1B1,FNDC3B,PRDM10,FGFR1,TMEM11,GLT25D1,KIAA0141,TTC30A,DPH1-OVCA2,U2AF2,NUMA1,CD7,DDX24,CES2,DKK3,VCAN,CLU,DPYSL2,NFKBIB,ELA2A,SGCE,N-PAC
