1 	 24 	 0.22551699 	 1.00000000 	 0.97986577
2 	 27 	 0.18221812 	 1.00000000 	 0.99328859
3 	 30 	 0.25726301 	 1.00000000 	 0.99328859
4 	 30 	 0.27181436 	 1.00000000 	 0.96644295
5 	 29 	 0.15213622 	 1.00000000 	 0.99328859
6 	 31 	 0.11975416 	 1.00000000 	 0.97315436
7 	 30 	 0.18645301 	 1.00000000 	 0.98657718
8 	 30 	 0.17360483 	 1.00000000 	 0.96644295
9 	 30 	 0.22949113 	 1.00000000 	 0.95973154
10 	 31 	 0.13333809 	 1.00000000 	 0.97315436
11 	 30 	 0.30118551 	 1.00000000 	 0.95302013
12 	 29 	 0.18486312 	 1.00000000 	 0.97315436
13 	 31 	 0.21571299 	 1.00000000 	 0.97986577
14 	 31 	 0.14435810 	 1.00000000 	 0.93959732
15 	 31 	 0.17851828 	 1.00000000 	 0.95973154
16 	 31 	 0.28303942 	 1.00000000 	 0.95973154
17 	 31 	 0.28163315 	 1.00000000 	 0.97315436
18 	 31 	 0.15820799 	 1.00000000 	 0.97315436
19 	 30 	 0.15996996 	 1.00000000 	 0.95973154
20 	 30 	 0.17185905 	 1.00000000 	 0.94630872
21 	 30 	 0.20732140 	 1.00000000 	 0.89261745
22 	 29 	 0.23593995 	 1.00000000 	 0.96644295
23 	 29 	 0.28943767 	 1.00000000 	 0.93288591
24 	 30 	 0.22820238 	 1.00000000 	 0.97986577
25 	 29 	 0.21497644 	 1.00000000 	 0.95973154
26 	 29 	 0.23186990 	 1.00000000 	 0.95973154
27 	 29 	 0.20783779 	 1.00000000 	 0.96644295
28 	 29 	 0.22934340 	 1.00000000 	 0.97986577
29 	 30 	 0.20789667 	 1.00000000 	 0.95302013
30 	 30 	 0.29186634 	 1.00000000 	 0.93959732
31 	 30 	 0.24056119 	 1.00000000 	 0.96644295
32 	 30 	 0.18066353 	 1.00000000 	 0.97315436
33 	 30 	 0.24596632 	 1.00000000 	 0.93288591
34 	 30 	 0.21291323 	 1.00000000 	 0.95973154
35 	 28 	 0.24106477 	 1.00000000 	 0.93288591
36 	 30 	 0.24593622 	 1.00000000 	 0.95302013
37 	 29 	 0.20723506 	 1.00000000 	 0.91946309
38 	 29 	 0.20216362 	 1.00000000 	 0.94630872
39 	 31 	 0.19726515 	 1.00000000 	 0.97315436
40 	 29 	 0.24592702 	 1.00000000 	 0.95302013
41 	 31 	 0.21495015 	 1.00000000 	 0.93959732
42 	 28 	 0.27281803 	 1.00000000 	 0.95302013
43 	 30 	 0.21852376 	 1.00000000 	 0.87919463
44 	 29 	 0.25013400 	 1.00000000 	 0.96644295
45 	 32 	 0.21121876 	 1.00000000 	 0.93959732
46 	 29 	 0.31222655 	 1.00000000 	 0.91946309
47 	 29 	 0.32098160 	 1.00000000 	 0.95302013
48 	 28 	 0.30846149 	 1.00000000 	 0.88590604
49 	 27 	 0.41078871 	 1.00000000 	 0.89261745
50 	 31 	 0.20488447 	 1.00000000 	 0.90604027
51 	 31 	 0.31279852 	 1.00000000 	 0.94630872
52 	 32 	 0.26822001 	 1.00000000 	 0.93959732
53 	 30 	 0.38504143 	 1.00000000 	 0.95302013
54 	 34 	 0.20304078 	 1.00000000 	 0.93288591
55 	 29 	 0.27586482 	 1.00000000 	 0.96644295
56 	 29 	 0.25117176 	 1.00000000 	 0.89932886
57 	 30 	 0.50815665 	 1.00000000 	 0.83892617
58 	 31 	 0.23116695 	 1.00000000 	 0.92617450
59 	 30 	 0.30296074 	 1.00000000 	 0.88590604
60 	 30 	 0.48862872 	 1.00000000 	 0.86577181
61 	 30 	 0.27179972 	 1.00000000 	 0.93288591
62 	 31 	 0.27810926 	 1.00000000 	 0.91946309
63 	 31 	 0.26510202 	 1.00000000 	 0.87919463
64 	 29 	 0.43207983 	 1.00000000 	 0.95302013
65 	 30 	 0.27007799 	 1.00000000 	 0.91275168
66 	 30 	 0.23035860 	 1.00000000 	 0.95973154
67 	 30 	 0.27879234 	 1.00000000 	 0.95973154
68 	 30 	 0.29135256 	 1.00000000 	 0.93288591
69 	 32 	 0.37790709 	 1.00000000 	 0.87919463
70 	 30 	 0.48271253 	 1.00000000 	 0.94630872
71 	 30 	 0.54117307 	 1.00000000 	 0.93959732
72 	 30 	 0.30684067 	 1.00000000 	 0.93959732
73 	 30 	 0.34386618 	 1.00000000 	 0.84563758
74 	 29 	 0.48529016 	 1.00000000 	 0.94630872
75 	 28 	 0.32977060 	 1.00000000 	 0.91946309
76 	 30 	 0.26732801 	 1.00000000 	 0.78523490
77 	 29 	 0.34925783 	 1.00000000 	 0.91275168
78 	 30 	 0.31767320 	 1.00000000 	 0.93959732
79 	 30 	 0.54957953 	 1.00000000 	 0.79865772
80 	 29 	 0.34979811 	 1.00000000 	 0.87919463
81 	 29 	 0.28013574 	 1.00000000 	 0.87248322
82 	 29 	 0.31401586 	 1.00000000 	 0.93959732
83 	 31 	 0.45667129 	 1.00000000 	 0.82550336
84 	 30 	 0.47676782 	 1.00000000 	 0.90604027
85 	 30 	 0.32511918 	 1.00000000 	 0.79194631
86 	 30 	 0.49599615 	 1.00000000 	 0.93959732
87 	 31 	 0.31023459 	 1.00000000 	 0.90604027
88 	 31 	 0.41125084 	 1.00000000 	 0.74496644
89 	 31 	 0.34624896 	 1.00000000 	 0.87248322
90 	 31 	 0.37997993 	 1.00000000 	 0.89932886
91 	 29 	 0.38191347 	 1.00000000 	 0.81879195
92 	 29 	 0.54514726 	 1.00000000 	 0.87248322
93 	 30 	 0.34494897 	 1.00000000 	 0.86577181
94 	 29 	 0.42456831 	 1.00000000 	 0.87919463
95 	 29 	 0.41355842 	 1.00000000 	 0.79194631
96 	 29 	 0.37310337 	 1.00000000 	 0.89261745
97 	 30 	 0.35097586 	 1.00000000 	 0.87919463
98 	 30 	 0.33873692 	 1.00000000 	 0.79194631
99 	 29 	 0.34697714 	 1.00000000 	 0.85234899
100 	 30 	 0.47869363 	 1.00000000 	 0.87248322
